dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,postalCode,lastSeen
11/3/2016 14:46,Audi_A6_Avant_2.7_TDI_tiptronic_DPF_quattro_Euro_4,private,offer,4890,control,station wagon,2006,automatic,179,a6,150000,8,diesel,audi,no,11/3/2016 0:00,44145,12/3/2016 4:16
6/3/2016 18:06,Peugeot_807_HDi_130,private,offer,4250,control,bus,2004,manual,128,others,150000,8,diesel,peugeot,no,6/3/2016 0:00,55257,6/4/2016 6:46
28/03/2016 19:52,Fiat_500_Klima_8f.bereift_Alu_Garantie,private,offer,8999,control,small car,2014,,69,500,30000,6,petrol,fiat,no,28/03/2016 0:00,21224,7/4/2016 2:17
31/03/2016 13:52,Volkswagen_6_gti_Motorschaden!!!,private,offer,10900,control,coupe,2009,manual,211,golf,125000,10,petrol,volkswagen,yes,31/03/2016 0:00,42855,4/4/2016 5:53
24/03/2016 19:00,Chevrolet_3100_Pick_Up_5_7_V8_H_Kennzeichen,private,offer,37500,test,suv,1957,automatic,230,others,60000,6,petrol,chevrolet,no,24/03/2016 0:00,72406,7/4/2016 14:58
15/03/2016 12:55,VW_Passat_3BG_3B_2.0_Liter_Highline_Limo_AHK_Leder_Tuning,private,offer,2500,control,limousine,2001,manual,140,passat,150000,11,petrol,volkswagen,yes,15/03/2016 0:00,46446,17/03/2016 6:47
6/3/2016 19:40,Fiat_seicento_mit_TÃV_bis_october_2017,private,offer,699,control,small car,2000,manual,54,seicento,150000,5,petrol,fiat,no,6/3/2016 0:00,92421,6/4/2016 23:15
23/03/2016 20:55,E46_328_M3_Komplett_Umbau__No_E36__E39_E38_E90_,private,offer,7399,test,coupe,2000,manual,193,,150000,4,,bmw,no,23/03/2016 0:00,44575,2/4/2016 4:46
18/03/2016 23:06,Lancia_Flavia,private,offer,6000,test,,1960,manual,96,,80000,2,,lancia,yes,18/03/2016 0:00,65183,19/03/2016 6:45
28/03/2016 17:37,Audi_A4_1.6__GW__SD__el.FH__SR+WR__NR__gepfl._Rentner,private,offer,2899,test,limousine,1997,manual,101,a4,90000,6,petrol,audi,no,28/03/2016 0:00,14641,2/4/2016 22:17
26/03/2016 16:25,Opel_Astra_Cabrio_1.6i_Bertone_Edition,private,offer,1000,control,cabrio,1997,automatic,75,astra,150000,4,petrol,opel,no,26/03/2016 0:00,56307,6/4/2016 16:46
8/3/2016 19:47,Audi_A4_Avant_1.9_TDI,private,offer,4000,test,station wagon,2003,manual,131,a4,150000,7,diesel,audi,no,8/3/2016 0:00,30163,12/3/2016 21:18
21/03/2016 20:51,VW_Golf_2_an_Bastler,private,offer,150,control,,1995,,0,golf,150000,0,,volkswagen,yes,21/03/2016 0:00,29614,7/4/2016 0:44
10/3/2016 22:52,Mercedes_Benz_CLA_180_Urban,private,offer,26199,control,coupe,2014,manual,122,others,30000,1,petrol,mercedes_benz,no,10/3/2016 0:00,51702,12/3/2016 18:15
11/3/2016 23:46,Gepflegter_Vw_Golf_4_GTI_1.8_20V_Turbo_Originaler_Zustand_Bastler,private,offer,1500,test,,2000,manual,150,golf,150000,0,petrol,volkswagen,,11/3/2016 0:00,48499,14/03/2016 9:17
19/03/2016 12:39,Corvette_Singray_7_4,private,offer,19500,test,coupe,1974,automatic,600,others,5000,7,petrol,chevrolet,no,19/03/2016 0:00,38527,28/03/2016 13:15
27/03/2016 13:49,Ford_Probe_GT_2.2_Turbo_TÃV_NEU_US_MODELL,private,offer,1200,test,coupe,1992,manual,147,,150000,8,petrol,ford,no,27/03/2016 0:00,87435,1/4/2016 13:17
9/3/2016 13:45,Peugeot_206_3_Tuerig_Bj.2000__HU+AU_NEU!!!,private,offer,1450,control,small car,2000,manual,75,2_reihe,150000,10,petrol,peugeot,yes,9/3/2016 0:00,72661,11/3/2016 20:44
26/03/2016 17:43,Opel_Vectra_1.8_CD_Exklusiv,private,offer,600,control,limousine,1998,automatic,116,vectra,150000,3,petrol,opel,no,26/03/2016 0:00,58638,6/4/2016 6:16
27/03/2016 11:44,VW_Golf_4_R32,private,offer,20999,test,,2017,manual,241,golf,90000,11,petrol,volkswagen,,27/03/2016 0:00,79874,7/4/2016 6:44
29/03/2016 16:46,Ford_Transit_115_T280_TDi_!!!Hochdach!!!,private,offer,3500,control,bus,2011,manual,115,transit,150000,8,diesel,ford,yes,29/03/2016 0:00,74821,31/03/2016 9:45
2/4/2016 18:55,Volkswagen_Touran_1.9_TDI,private,offer,3100,control,bus,2005,manual,90,touran,150000,5,diesel,volkswagen,no,2/4/2016 0:00,56170,3/4/2016 22:34
18/03/2016 5:54,Bmw_735i_e65,private,offer,4000,test,limousine,2001,automatic,272,7er,150000,5,petrol,bmw,yes,18/03/2016 0:00,40235,18/03/2016 5:54
8/3/2016 18:55,Nissan_almera,private,offer,0,test,,2016,manual,0,almera,150000,0,,nissan,no,8/3/2016 0:00,89331,23/03/2016 12:18
1/4/2016 22:54,Mercedes_Benz_C_180,private,offer,1900,test,limousine,1996,manual,122,c_klasse,150000,3,petrol,mercedes_benz,no,1/4/2016 0:00,38120,5/4/2016 23:46
23/03/2016 11:57,BMW_118i,private,offer,9700,test,limousine,2008,manual,143,1er,150000,2,petrol,bmw,no,23/03/2016 0:00,74592,5/4/2016 11:18
3/4/2016 17:54,Vw_Scirocco_2.0_TSI_Dsg_Getriebe,private,offer,12600,test,,2009,automatic,200,scirocco,90000,10,,volkswagen,no,3/4/2016 0:00,22767,5/4/2016 18:17
19/03/2016 15:06,Volkswagen_Polo_1.2_Comfortline,private,offer,3390,test,small car,2003,manual,64,polo,40000,9,petrol,volkswagen,no,19/03/2016 0:00,65207,1/4/2016 10:46
7/4/2016 1:36,VW_polo_6_n_zu_verkaufen,private,offer,599,control,small car,1996,,45,polo,150000,6,petrol,volkswagen,,7/4/2016 0:00,48527,7/4/2016 1:36
25/03/2016 19:51,BMW_316i_Touring,private,offer,2100,test,station wagon,2002,manual,116,,150000,10,,bmw,,25/03/2016 0:00,53909,27/03/2016 8:17
31/03/2016 12:36,Citreon_C4_e_HDI_110_EGS6_Stop/Start_System_Exclusive_Paket,private,offer,10480,test,limousine,2012,automatic,111,c4,125000,7,diesel,citroen,,31/03/2016 0:00,68775,2/4/2016 8:19
2/4/2016 16:57,Verkaufe_BMW_525iA_E39,private,offer,3000,control,limousine,2002,automatic,192,5er,150000,2,petrol,bmw,yes,2/4/2016 0:00,84130,2/4/2016 16:57
14/03/2016 17:06,Golf_3_Bon_Jovi_Mit_vielem_extras_.,private,offer,399,test,limousine,1996,manual,90,golf,150000,9,petrol,volkswagen,no,14/03/2016 0:00,35576,15/03/2016 18:35
20/03/2016 23:58,Passat_3_B_Kombi,private,offer,1500,control,,2017,manual,101,passat,150000,0,,volkswagen,no,20/03/2016 0:00,4626,25/03/2016 1:16
23/03/2016 0:57,BMW_118d_DPF_Schwarz_II_/_Navi_/Xenon,private,offer,4700,test,limousine,2005,manual,122,1er,150000,10,diesel,bmw,no,23/03/2016 0:00,64295,23/03/2016 8:45
28/03/2016 18:40,Punto_cabrio_in_gelb_top_zustand,private,offer,999,control,cabrio,1995,manual,5,punto,125000,0,petrol,fiat,no,28/03/2016 0:00,40670,1/4/2016 3:18
25/03/2016 23:54,Barkas_B1000_VEB_BUS_8_Sitzer_Baujahr_88_DDR_IFA_Fensterbus,private,offer,3800,control,bus,1988,manual,45,,60000,10,petrol,sonstige_autos,no,25/03/2016 0:00,2699,29/03/2016 8:44
27/03/2016 17:36,Mercedes_Benz_C_200_Kompressor_Avantgarde,private,offer,6200,test,limousine,2007,manual,163,c_klasse,150000,1,petrol,mercedes_benz,no,27/03/2016 0:00,65843,5/4/2016 22:46
29/03/2016 15:48,ZU_VERKAUFEN_VW_Passat_TÃV_bis_03.2016,private,offer,650,control,limousine,1997,manual,100,passat,150000,2,petrol,volkswagen,no,29/03/2016 0:00,68753,6/4/2016 1:44
5/3/2016 15:55,Skoda_Fabia,private,offer,2800,control,station wagon,2006,manual,75,fabia,150000,1,petrol,skoda,no,5/3/2016 0:00,22089,8/3/2016 20:47
19/03/2016 22:55,VW_EOS_2.0_TFSI,private,offer,9599,test,cabrio,2007,manual,200,eos,150000,6,petrol,volkswagen,no,19/03/2016 0:00,39218,6/4/2016 1:17
23/03/2016 18:37,Passat__2_5_TDI__4mottion,private,offer,3700,test,limousine,2001,manual,150,passat,150000,5,diesel,volkswagen,no,23/03/2016 0:00,38116,5/4/2016 23:15
28/03/2016 10:47,Volkswagen_Passat_Variant_1.9_TDI_Highline,private,offer,1849,control,station wagon,1999,manual,116,passat,150000,8,diesel,volkswagen,no,28/03/2016 0:00,85122,28/03/2016 10:47
7/3/2016 16:56,Volkswagen_Polo_1.9_TDI_Sportline/Highline_Viele_Neuteile_!,private,offer,4990,control,small car,2005,manual,131,polo,150000,10,diesel,volkswagen,no,7/3/2016 0:00,35394,20/03/2016 7:45
27/03/2016 13:47,Smart_Fortwo_Automatik___Klima___Panoramadach_/_TÃV_AU_Neu,private,offer,1600,test,coupe,2001,automatic,0,fortwo,125000,11,diesel,smart,no,27/03/2016 0:00,22763,1/4/2016 13:17
1/4/2016 11:50,Volkswagen_Passat_Variant_1.6_Kombi_Mit_TÃV_und_AHK,private,offer,1350,test,station wagon,1997,manual,101,passat,150000,7,petrol,volkswagen,,1/4/2016 0:00,26556,5/4/2016 5:46
27/03/2016 19:37,BMW_850Ci__850i_,private,offer,15000,control,coupe,1992,automatic,299,others,125000,5,petrol,bmw,no,27/03/2016 0:00,94259,27/03/2016 20:43
15/03/2016 10:37,BMW_320d_Touring_mit_Alcantara_Navi_M_Paket,private,offer,9350,control,station wagon,2006,manual,163,3er,150000,4,diesel,bmw,no,15/03/2016 0:00,94491,5/4/2016 19:16
28/03/2016 20:38,WER_KANN_GEGEN_BEZAHLUNG_HELFEN__EINSPRITZDÃSEN_REINIGEN,private,offer,111,control,,2005,,0,,150000,8,,renault,,28/03/2016 0:00,57462,7/4/2016 2:46
10/3/2016 23:44,Peugeot_206_CC_110_Filou,private,offer,3200,test,cabrio,2003,manual,109,2_reihe,100000,3,petrol,peugeot,no,10/3/2016 0:00,89520,17/03/2016 17:47
7/3/2016 14:46,Mercedes_Benz_C_250__BlueTEC__7G_TRONIC_AMG_Line_Airma/Panora,private,offer,49900,control,station wagon,2015,automatic,204,c_klasse,20000,2,diesel,mercedes_benz,no,7/3/2016 0:00,73033,15/03/2016 1:46
3/4/2016 22:36,Audi_A6_Avant_2.7_TDI__Facelift,private,offer,18650,control,station wagon,2010,manual,190,a6,150000,3,diesel,audi,no,3/4/2016 0:00,25436,6/4/2016 1:45
30/03/2016 23:52,MERCEDES_C320_4_MATIC_Limousine_Automatik__Navi_Klima,private,offer,3250,control,limousine,2003,automatic,220,c_klasse,150000,11,petrol,mercedes_benz,no,30/03/2016 0:00,16356,5/4/2016 23:17
5/3/2016 22:53,Peugeot_206_JBL_Sonderedition*_tuev_11/2017_scheckheft*Foliert,private,offer,2199,control,small car,2006,manual,75,,100000,10,petrol,peugeot,,3/3/2016 0:00,55232,7/3/2016 13:17
30/03/2016 16:50,Nissan_Primastar_dCi_115_L1H1_2_8t__Opel_Vivaro_,private,offer,12500,test,bus,2006,manual,114,others,150000,10,diesel,nissan,no,30/03/2016 0:00,73434,7/4/2016 7:45
16/03/2016 18:51,Peugeot_206__._Mit_neuen_tuev_._Zahnriemen_neu.,private,offer,1750,control,small car,2005,manual,75,2_reihe,150000,3,petrol,peugeot,,16/03/2016 0:00,88480,19/03/2016 17:17
26/03/2016 16:46,Opel_Corsa_1.2_16V,private,offer,2300,control,small car,2005,manual,80,corsa,125000,7,petrol,opel,no,26/03/2016 0:00,10999,29/03/2016 19:17
11/3/2016 17:54,Porsche_997,private,offer,31500,control,coupe,2005,manual,325,911,150000,4,petrol,porsche,no,11/3/2016 0:00,97070,16/03/2016 5:46
17/03/2016 13:50,Volkswagen_Bora_Variant_2.3_V5_Highline__AHK__Klimaautomati,private,offer,2950,control,station wagon,1999,manual,150,bora,150000,5,petrol,volkswagen,no,17/03/2016 0:00,27327,6/4/2016 18:45
8/3/2016 20:06,Volkswagen_Polo_1.4,private,offer,2500,test,small car,2003,manual,75,polo,125000,10,petrol,volkswagen,no,8/3/2016 0:00,65207,18/03/2016 2:16
22/03/2016 18:50,Bmw_x5_/__E53,private,offer,4300,test,,2017,automatic,184,x_reihe,150000,7,,bmw,yes,22/03/2016 0:00,56410,23/03/2016 17:27
23/03/2016 20:49,Mini_Cooper_S_Hartge_200_PS_Kompressor_NEU,private,offer,6299,test,small car,2003,manual,200,cooper,150000,1,petrol,mini,no,23/03/2016 0:00,88512,6/4/2016 2:16
21/03/2016 13:06,Twingo_Baujahr_2000_Tuev_bis_July_2017,private,offer,500,control,small car,2000,manual,43,twingo,150000,9,petrol,renault,no,21/03/2016 0:00,56462,21/03/2016 13:41
27/03/2016 1:56,Audi_s3_8p_Facelift_19zoll_speedline_bose_Leistungssteigerung,private,offer,14000,test,limousine,2008,manual,380,a3,150000,8,petrol,audi,,27/03/2016 0:00,69226,7/4/2016 4:46
17/03/2016 22:54,Verkaufe_Mazda_RX8,private,offer,2000,test,,2005,,0,rx_reihe,100000,0,,mazda,,17/03/2016 0:00,17322,21/03/2016 6:16
17/03/2016 0:50,BMW_316i_Exclusiv_Edition,private,offer,1750,test,coupe,1999,manual,102,3er,150000,3,petrol,bmw,no,16/03/2016 0:00,47059,5/4/2016 23:45
22/03/2016 20:52,Peugeot_207_CC_TOP_Gepflegt_Platinum_Sonderaustattung,private,offer,6600,control,cabrio,2007,manual,120,2_reihe,100000,4,petrol,peugeot,no,22/03/2016 0:00,46395,6/4/2016 15:15
12/3/2016 15:52,Kia_Rio_1.4__EURO_4,private,offer,3400,control,small car,2009,manual,97,rio,90000,7,petrol,kia,no,12/3/2016 0:00,63128,15/03/2016 1:46
4/4/2016 23:52,Subaru_Justy_1200_4WD_GLi,private,offer,800,control,small car,1991,manual,75,justy,150000,5,petrol,subaru,yes,4/4/2016 0:00,67146,7/4/2016 8:46
27/03/2016 15:57,VW_Golf_III,private,offer,500,control,,2016,manual,75,golf,150000,10,petrol,volkswagen,,27/03/2016 0:00,33154,7/4/2016 14:56
19/03/2016 18:55,Mercedes_Benz_C_200_T_CDI_DPF_Avantgarde,private,offer,8500,test,station wagon,2009,manual,136,c_klasse,150000,5,diesel,mercedes_benz,no,19/03/2016 0:00,34346,20/03/2016 21:18
27/03/2016 18:39,Nissan_Micra_Gepflegt_//_Radio_USB_CD_//_TÃV,private,offer,399,control,small car,1996,manual,54,micra,150000,11,petrol,nissan,,27/03/2016 0:00,59174,5/4/2016 14:47
11/3/2016 23:54,Sehr_schoener_BMW_320d_Touring_mit_Top_Ausstattung__sehr_gepflegt!,private,offer,10490,test,station wagon,2006,manual,163,3er,125000,5,diesel,bmw,no,11/3/2016 0:00,63741,21/03/2016 4:44
27/03/2016 19:49,Peugeot_106_mit_TÃV,private,offer,250,control,small car,1995,manual,0,1_reihe,150000,12,petrol,peugeot,yes,27/03/2016 0:00,26556,29/03/2016 9:46
15/03/2016 13:59,Hyundai_Getz_1_5crdi_Unfall_,private,offer,1350,control,small car,2009,manual,88,getz,150000,0,diesel,hyundai,yes,15/03/2016 0:00,66887,16/03/2016 11:18
20/03/2016 22:55,Audi_A4_b5_Tausch_gegen_Diesel,private,offer,0,test,limousine,1997,manual,125,,150000,0,,audi,,20/03/2016 0:00,9496,27/03/2016 14:47
10/3/2016 22:55,Seat_Arosa,private,offer,0,control,small car,1999,manual,37,arosa,150000,7,petrol,seat,yes,10/3/2016 0:00,22559,12/3/2016 23:46
19/03/2016 17:54,Volkswagen_Sehr_gepflegter_Beetle_Turbo,private,offer,12750,control,coupe,2011,automatic,200,beetle,90000,11,petrol,volkswagen,no,19/03/2016 0:00,49448,7/4/2016 4:45
7/3/2016 19:46,Bmw_320d_2009_coupe_schwarz_X_Drive,private,offer,13700,control,coupe,2009,manual,177,3er,150000,0,diesel,bmw,no,7/3/2016 0:00,85055,6/4/2016 2:46
9/3/2016 20:57,Opel_Omega_b,private,offer,500,test,station wagon,1995,manual,105,omega,150000,0,petrol,opel,yes,9/3/2016 0:00,4103,5/4/2016 18:46
20/03/2016 21:38,Vw_Polo_guenstig_abzugeben_an_Bastler,private,offer,1200,test,small car,2005,manual,54,polo,150000,2,petrol,volkswagen,no,20/03/2016 0:00,54584,20/03/2016 22:41
7/3/2016 17:45,Smart_zum_verkaufen,private,offer,1750,test,coupe,2004,automatic,61,fortwo,90000,8,petrol,smart,,7/3/2016 0:00,78224,11/3/2016 8:45
21/03/2016 11:56,Passat_Komby_2.0_TDI_170_ps_highline,private,offer,7999,control,station wagon,2008,automatic,170,passat,150000,2,diesel,volkswagen,,21/03/2016 0:00,74366,6/4/2016 5:45
15/03/2016 23:47,SKODA_FABIA_nur_31500km_Klima,private,offer,7490,control,small car,2012,manual,60,fabia,40000,9,petrol,skoda,no,15/03/2016 0:00,7318,5/4/2016 12:47
19/03/2016 10:52,Porsche_Boxster,private,offer,15450,test,cabrio,2004,automatic,228,boxster,90000,5,petrol,porsche,no,19/03/2016 0:00,47179,6/4/2016 11:17
9/3/2016 14:55,BMW_335i_Cabrio_Aut.,private,offer,14500,test,cabrio,2007,automatic,306,3er,150000,3,petrol,bmw,no,9/3/2016 0:00,24107,10/3/2016 11:16
14/03/2016 10:57,Peugeot_307_SW_110,private,offer,3999,control,station wagon,2003,manual,109,3_reihe,150000,11,petrol,peugeot,no,14/03/2016 0:00,36369,27/03/2016 15:44
14/03/2016 11:48,Ford_Focus_2.0_EcoBoost_ST_mit_Leder_Sport_Paket,private,offer,19800,test,limousine,2012,manual,250,focus,40000,12,petrol,ford,no,14/03/2016 0:00,66606,7/4/2016 14:56
7/3/2016 19:48,Wegen_arbeits_wechsel,private,offer,400,control,limousine,1993,manual,60,,150000,3,petrol,volkswagen,,7/3/2016 0:00,49477,14/03/2016 11:17
4/4/2016 7:51,Nissan_primera,private,offer,2500,test,station wagon,2005,manual,120,primera,150000,9,,nissan,,4/4/2016 0:00,56410,5/4/2016 12:13
28/03/2016 15:56,Peugeot_206_Tuev_Neu,private,offer,1700,control,small car,2003,manual,75,2_reihe,150000,1,petrol,peugeot,no,28/03/2016 0:00,53773,6/4/2016 20:46
21/03/2016 12:49,CitroÃ«n_Xsara_Picasso_1.6i_Confort,private,offer,1000,control,limousine,2005,manual,95,others,150000,2,petrol,citroen,no,21/03/2016 0:00,21382,2/4/2016 10:16
2/4/2016 10:43,Mercedes_Benz_S_300__BlueTEC_HYBRID__h_7G_TRONIC,private,offer,62900,test,limousine,2014,automatic,204,s_klasse,30000,11,hybrid,mercedes_benz,no,2/4/2016 0:00,89415,6/4/2016 8:15
31/03/2016 16:51,Opel_Corsa_B_mit_Tuev,private,offer,199,control,small car,2000,manual,0,corsa,100000,1,petrol,opel,yes,31/03/2016 0:00,47139,6/4/2016 10:16
27/03/2016 13:42,Suche_BMW_e39_unfall_getriebe_oder_Motorschaden,private,offer,0,test,,2005,,0,5er,150000,1,,bmw,,27/03/2016 0:00,67574,30/03/2016 18:16
9/3/2016 18:37,Verkaufe_guterhaltenen_Audi_A3,private,offer,1300,test,small car,1996,manual,125,a3,150000,10,petrol,audi,no,9/3/2016 0:00,16321,7/4/2016 11:46
4/4/2016 19:52,BMW_318d_touring,private,offer,4500,test,station wagon,2003,manual,116,3er,150000,9,diesel,bmw,no,4/4/2016 0:00,28779,6/4/2016 22:16
14/03/2016 19:49,Mercedes_Benz_CLK_Coupe_320_CDI_7G_TRONIC_Elegance_DPF,private,offer,14650,control,coupe,2007,automatic,224,clk,70000,7,diesel,mercedes_benz,no,14/03/2016 0:00,70184,15/03/2016 15:17
26/03/2016 13:45,Verkaufe_ein_gepflegten_Misubishi_Space_Star_Family..,private,offer,799,control,,2016,manual,82,,125000,10,,mitsubishi,no,26/03/2016 0:00,6484,26/03/2016 13:45
4/4/2016 0:54,Mercedes_Benz_E_320_T_CDI_Avantgarde,private,offer,3499,test,station wagon,2001,automatic,197,e_klasse,150000,2,diesel,mercedes_benz,no,3/4/2016 0:00,47829,4/4/2016 6:38
3/4/2016 22:57,Volkswagen_Golf_1.4_Klima_TÃV_04_2017,private,offer,550,control,limousine,1999,manual,75,golf,150000,11,petrol,volkswagen,yes,3/4/2016 0:00,41539,3/4/2016 22:57
15/03/2016 21:47,Hyundai_i_20_5_Star_Edition_Bj.__2013,private,offer,7500,control,small car,2013,manual,0,,40000,0,petrol,hyundai,,15/03/2016 0:00,66538,23/03/2016 7:49
7/3/2016 17:52,Volkswagen_Golf_GT,private,offer,4700,test,limousine,1991,manual,90,golf,70000,6,petrol,volkswagen,no,7/3/2016 0:00,89257,6/4/2016 19:46
20/03/2016 16:38,Golf_2_1.6_Automatik_fuer_Umbau__Vr6_GTI_1.8T_,private,offer,399,test,small car,1990,automatic,70,golf,150000,1,,volkswagen,no,20/03/2016 0:00,16269,23/03/2016 0:44
2/4/2016 14:45,Mercedes_Benz_E_320_T_Avantgarde,private,offer,1350,test,station wagon,1999,automatic,224,e_klasse,150000,5,petrol,mercedes_benz,no,2/4/2016 0:00,70199,6/4/2016 13:15
9/3/2016 15:43,Volkswagen_GTI_2.0__DSG_,private,offer,9999,control,coupe,2005,automatic,200,golf,125000,2,petrol,volkswagen,no,9/3/2016 0:00,30179,6/4/2016 23:16
3/4/2016 15:52,Golf_1_Cabrio__Bj._85__H_Kennzeichen,private,offer,2500,test,cabrio,1985,manual,75,golf,150000,8,petrol,volkswagen,no,3/4/2016 0:00,32791,5/4/2016 15:16
28/03/2016 3:01,Audi_A4_Cabriolet_3.0_NACH_GROSSE_INSPEKTION,private,offer,10990,test,cabrio,2002,manual,220,a4,150000,12,petrol,audi,no,28/03/2016 0:00,73770,6/4/2016 10:46
11/3/2016 14:37,Golf_4_tdi_pumpe_duese_Faehrt_sehr_gut_langstrecke,private,offer,1999,control,limousine,2002,,101,golf,150000,12,diesel,volkswagen,,11/3/2016 0:00,24813,14/03/2016 10:46
14/03/2016 19:40,Verkaufe_kleinen_Stadtflitzer,private,offer,3300,control,small car,2005,manual,0,,150000,0,diesel,opel,,14/03/2016 0:00,17166,4/4/2016 3:18
2/4/2016 15:50,Bmw_320i_touring_TÃV_neu_top_Zustand_E36,private,offer,2700,control,station wagon,1997,manual,150,3er,150000,4,petrol,bmw,no,2/4/2016 0:00,9669,4/4/2016 13:45
10/3/2016 10:06,Peugeot_307_110_Grand_Filou_Cool,private,offer,3200,control,limousine,2004,manual,109,3_reihe,80000,10,petrol,peugeot,no,10/3/2016 0:00,57648,21/03/2016 14:45
24/03/2016 10:54,3_x_MB_C180_W_202_1.8_L,private,offer,900,test,,2000,,0,c_klasse,100000,0,,mercedes_benz,,24/03/2016 0:00,59427,27/03/2016 8:15
15/03/2016 18:42,Verkaufe_Mercedes_Benz,private,offer,11000,control,limousine,2007,automatic,183,e_klasse,60000,5,petrol,mercedes_benz,no,15/03/2016 0:00,94342,28/03/2016 14:48
10/3/2016 21:44,Verkaufe_Golf_3,private,offer,550,control,small car,1997,manual,75,golf,150000,6,petrol,volkswagen,no,10/3/2016 0:00,42697,22/03/2016 23:16
16/03/2016 20:38,Skoda_Yeti_2.0_TDI_4x4_Ambition_Plus_Edition_mit_Garantie,private,offer,16495,control,suv,2013,manual,110,yeti,40000,11,diesel,skoda,,16/03/2016 0:00,85135,7/4/2016 6:45
21/03/2016 22:51,CitroÃ«n_C4_Coupe_1.4_16V_VTR,private,offer,4700,control,coupe,2008,manual,88,c4,40000,6,petrol,citroen,no,21/03/2016 0:00,4347,27/03/2016 9:46
6/4/2016 9:36,VW_T4_2_4D_ex_Behoerdenfahrzeug,private,offer,2750,test,,2018,manual,78,transporter,150000,3,diesel,volkswagen,no,6/4/2016 0:00,94496,6/4/2016 9:36
1/4/2016 18:57,Mercedes_A_Klasse_170CDI_mit_Russpartikelfilter_TÃV_Neu,private,offer,2900,control,,2018,manual,95,a_klasse,125000,6,diesel,mercedes_benz,,1/4/2016 0:00,58730,5/4/2016 15:45
10/3/2016 22:53,Opel_Omega,private,offer,1800,control,limousine,1987,manual,82,omega,50000,4,petrol,opel,no,10/3/2016 0:00,49661,5/4/2016 23:45
27/03/2016 1:37,Seat_Ibiza_1.4_16V_Best_of,private,offer,6950,test,small car,2009,manual,86,ibiza,60000,4,petrol,seat,no,26/03/2016 0:00,92339,3/4/2016 3:15
1/4/2016 23:45,Polo_6n_1.4_Tuning_Rest_TÃV_Bastler,private,offer,620,control,,2016,manual,60,polo,150000,0,petrol,volkswagen,,1/4/2016 0:00,24963,5/4/2016 21:45
9/3/2016 23:56,CitroÃ«n_DS3_e_HDi_110_FAP,private,offer,7200,test,small car,2012,,0,others,150000,6,diesel,citroen,no,9/3/2016 0:00,44369,3/4/2016 17:45
8/3/2016 23:25,Ford_Fiesta_1.6_TDCi_Champions_Edition,private,offer,9800,test,small car,2012,manual,95,fiesta,50000,8,diesel,ford,no,8/3/2016 0:00,35649,9/3/2016 9:26
19/03/2016 4:57,VW_T2a_originaler_Camper_Westfalia_Ausstattung,private,offer,12800,test,,1980,manual,44,transporter,100000,0,petrol,volkswagen,,19/03/2016 0:00,41379,6/4/2016 4:17
2/4/2016 15:47,MINI_Cooper_S,private,offer,10999,control,coupe,2008,manual,174,cooper,90000,12,petrol,mini,no,2/4/2016 0:00,82294,6/4/2016 14:44
21/03/2016 10:43,Volkswagen_Golf_IV_1.4_TSI_Trendline_5_tuerig_Climatronic,private,offer,8999,test,limousine,2010,manual,122,golf,70000,4,petrol,volkswagen,no,21/03/2016 0:00,44534,6/4/2016 3:16
10/3/2016 21:57,Audi_80_2_6_V6_Quattro_*Sondermodell*_*TÃV_04.2017*,private,offer,1649,control,limousine,1994,manual,150,80,150000,4,petrol,audi,no,10/3/2016 0:00,94262,6/4/2016 22:16
11/3/2016 22:06,Mercedes_Benz_E_280_Elegance,private,offer,1890,control,limousine,1998,automatic,204,e_klasse,150000,12,petrol,mercedes_benz,yes,11/3/2016 0:00,55218,6/4/2016 15:45
10/3/2016 20:48,VW_T5_Multivan_org_Steuergeraet_fuer_elektrische_Schiebetuer_rehts,private,offer,50,test,,2005,,0,transporter,5000,0,,volkswagen,,10/3/2016 0:00,24145,16/03/2016 13:16
11/3/2016 10:57,Hilfe!!_Suche_Kfzler!!!,private,offer,0,test,,2000,,0,,150000,0,,opel,,11/3/2016 0:00,4205,11/3/2016 11:38
7/3/2016 4:37,Smart_smart_Klima/Sitzheizung/Pano/Tuev_Neu,private,offer,1499,test,small car,1999,automatic,54,fortwo,150000,3,petrol,smart,no,6/3/2016 0:00,22305,12/3/2016 2:16
29/03/2016 9:56,Volkswagen_Golf_1.4,private,offer,1900,test,limousine,2001,manual,75,golf,150000,11,petrol,volkswagen,yes,29/03/2016 0:00,67697,5/4/2016 18:19
23/03/2016 19:41,Mazda_6_kombi,private,offer,2500,control,station wagon,2004,manual,121,6_reihe,150000,0,petrol,mazda,,23/03/2016 0:00,1987,6/4/2016 0:17
21/03/2016 14:45,"Mercedes_Benz_SLK_230_Kompressor_Final_Edition_""250PS""",private,offer,11290,control,cabrio,2003,manual,197,slk,90000,5,petrol,mercedes_benz,no,21/03/2016 0:00,34266,6/4/2016 11:16
20/03/2016 20:58,BMW_318i,private,offer,650,test,limousine,1995,manual,116,3er,150000,2,petrol,bmw,yes,20/03/2016 0:00,72589,7/4/2016 6:17
16/03/2016 21:58,Toyota_Starlet_1.3__75_Ps__TÃV_bis_11/2016,private,offer,1150,control,small car,1995,manual,75,others,150000,10,petrol,toyota,,16/03/2016 0:00,32689,23/03/2016 10:44
